Movie_Name_EN,Movie_Name_CN,Date,Star,Comment,Like
My Sunshine,何以笙箫默,2015-06-07,1, 建议豆瓣提供负分选项,0
My Sunshine,何以笙箫默,2015-06-06,1, 什么吉拔玩意,0
My Sunshine,何以笙箫默,2015-06-05,1, 这一坨是个啥,0
My Sunshine,何以笙箫默,2015-06-04,1, 美图秀秀式的画面让人一阵阵范恶心,0
My Sunshine,何以笙箫默,2015-06-04,1, 尼玛这是50部预告片叠加吧....,0
My Sunshine,何以笙箫默,2015-06-03,3, 其实我是觉得比电视好的，电影版的更简洁，要是放在电视剧前播出可能会好一些，还看到了晓明哥果然更帅了，画面比电视也更讲究。,0
My Sunshine,何以笙箫默,2015-06-03,1, 负分 刷新烂片下线,0
My Sunshine,何以笙箫默,2015-06-01,1, 一个电影里所有演员都ooc也是醉了。。。,0
My Sunshine,何以笙箫默,2015-05-31,1, 太浮夸了吧 只能一星,0
My Sunshine,何以笙箫默,2015-05-31,1, 呃…其实就是来刷新一下自己的底线。,0
My Sunshine,何以笙箫默,2015-05-30,1, 演技感人，大幂幂的脸垮了,0
My Sunshine,何以笙箫默,2015-05-30,2, 很久以后我应该都会记得为了这部电影也做了很多努力，但是真正看的时候，就是一直在跳戏，这不是林萧和洛熙的故事吗,0
My Sunshine,何以笙箫默,2015-05-30,1, 为什么不能给负星？,0
My Sunshine,何以笙箫默,2015-05-30,1, 没有电影最基本的节操……,0
My Sunshine,何以笙箫默,2015-05-29,3, 为了看baby来的。杨幂像是整容失败的赶脚,0
My Sunshine,何以笙箫默,2015-05-29,1, hhhhhhhhhhhhhhhhhhhhhhhhhh,0
My Sunshine,何以笙箫默,2015-05-09,2, 靠着画面感赚钱，剧情匆匆而过...,0
My Sunshine,何以笙箫默,2015-05-07,1, 呸。浪费我八十块钱,0
My Sunshine,何以笙箫默,2015-05-03,2, 真心还不如小时代，没有任何剧情,0
My Sunshine,何以笙箫默,2015-05-01,2, 电视剧版资金匮乏，广告泛滥，打光捉急，情节注水，没想到本片更烂。剪辑捉急，基本就是把书里重要桥段拍出来拼拼凑凑，毫无逻辑的切换。教主的心里果然住着一个杰克苏，律师也能演出霸道总裁的feel，一哭就让人想笑。杨幂片中的打扮举止演法不似赵默笙，更像是小时代的林萧。果然这其实是小时代续集。,0
My Sunshine,何以笙箫默,2015-05-02,3," 小明哥一哭整个放映厅齐刷刷爆出了一阵笑声...QAQ哭的也不容易啊,不过剧情真是没法儿吐槽(哈?有剧情?)纠缠那么多年还能在一块儿也是真爱了,带给人爱和希望的份上给个三星吧.就觉得baby一直在旁边监督小明哥和大幂幂的情戏就觉得很搞.幂幂不容易.",0
My Sunshine,何以笙箫默,2015-06-25,1, 纯粹因为不知道是个什么故事，总听人说起小说，好奇想看看，看得脑仁疼,0
My Sunshine,何以笙箫默,2015-07-03,1, 没看过书 没看过电视剧  单纯从这部电影说  乱七八糟的,0
My Sunshine,何以笙箫默,2015-07-12,1, 为了看懂网友们的吐槽才去看的，看完了自己就变身吐槽君了。,0
My Sunshine,何以笙箫默,2015-07-22,1, 我真是疯了，才去看这样一部想让人自戳双目的东西,0
My Sunshine,何以笙箫默,2015-05-11,2, 整个片子毫无高潮。。。。当喜剧片看的，黄教主一哭大家就笑了,0
My Sunshine,何以笙箫默,2015-07-29,3, 还行,0
My Sunshine,何以笙箫默,2015-05-25,5, 很励志的两个小时ppt展映，全程附加了我最爱用的柔光效果真是棒棒哒。你看人家七年没联系一见面就领证，我们只不过才七天而已，嗯，向大律师学习。,0
My Sunshine,何以笙箫默,2015-05-31,1, 给一分都高了，完全脱离原著，就是华丽丽的颜值和服装外景。比钟汉良演绎的感觉差远了。,0
My Sunshine,何以笙箫默,2015-05-03,3, 没有想象中的那么差，小说粉和电视剧粉看看还是可以的，部分搞笑情节和带有暗示性言语是亮点，通篇看下来像超长MV，代入感较弱，时间和空间比较混乱，眼泪更是过于廉价，黄晓明和佟大为一齐亮相像《太平轮》又像《中国合伙人》，感觉怪怪的。,0
My Sunshine,何以笙箫默,2015-06-16,3, 感觉看这整剧都在怀念电视剧版的，不过依旧为了颜值跟愉悦地打法了这一个多小时打个三星吧,0
My Sunshine,何以笙箫默,2016-11-07,1, 看了下中间右上角的豆瓣评分，居然还有2.2%的人打5星，不得不感叹一下人和人的审美的确是有差距的。,0
My Sunshine,何以笙箫默,2015-06-09,1, 为什么那么多人在谈论这片。。。,0
My Sunshine,何以笙箫默,2015-06-07,2, 有baby，一看大幂幂就……,0
My Sunshine,何以笙箫默,2016-03-06,2, 有点狗血,0
My Sunshine,何以笙箫默,2015-05-31,1, 真是不知道这电影怎么拍的，情节连贯性好差，一点都不走心。看起来就是把书里的台词讲出来，然后就没了。看了一点实在看不下去了。男女主大概演技太差，真是没什么感觉，唉。烂片当之无愧！,0
My Sunshine,何以笙箫默,2015-05-30,3, 节奏拖沓。,0
My Sunshine,何以笙箫默,2015-06-06,1, 觉得演员烂最主要怪导演,0
My Sunshine,何以笙箫默,2015-08-08,5, 虽然拍的不好，但是我是教主脑残粉,0
My Sunshine,何以笙箫默,2015-05-02,1, 陪同事看的，索然无味。剧情剪辑都乱七八糟的，演技跟什么似的。这叫电影里？活动15块钱看的，也觉得不值得。,0
My Sunshine,何以笙箫默,2015-06-04,2, hold姐一如既往 踏实 孙艺洲声音一出 我就嗨了 看到吕子乔哪能不高兴(｡•ˇ‸ˇ•｡) 其余的 (⊙v⊙)嗯 能流畅点吗 坑坑洼洼 哭笑好几幕都是莫名其妙的 _(:зゝ∠)_倒好一阵儿要 大幂幂还是喜欢的 杨默笙自带属性明显 嘴皮子够利索 最大的收获就是我不讨厌教主了 再有佟应晖戳泪啊 来瓶小二,0
My Sunshine,何以笙箫默,2015-08-07,2, 恩 佟大为是来搞笑的  他真的还是比较适合演怕老婆的小男人  黄先生就是全程神经病和耍帅  尽管也不那么帅  两位女士  一个确实是来当花瓶的 另一个  短发造型  花瓶也算不上,0
My Sunshine,何以笙箫默,2015-06-20,1, 能不能走点心，哈哈哈，忒烂了,0
My Sunshine,何以笙箫默,2015-06-14,2, 比起电视剧版，至少在画面上要好很多，整体演技上要稍好一些，所以，即使是个烂片，至少能比剧版要好那么一丢丢。。,0
My Sunshine,何以笙箫默,2015-05-28,1, 这年头，，居然有电影看得我尴尬不已。15分钟后果断放弃。。。,0
My Sunshine,何以笙箫默,2015-06-07,1, 韬韬美手舔舔舔,0
My Sunshine,何以笙箫默,2015-06-07,1, 演技真是太差了……看不下去了……,0
My Sunshine,何以笙箫默,2015-06-03,1, 烂到极致,0
My Sunshine,何以笙箫默,2015-06-03,1, 一地狗血献给失眠症,0
My Sunshine,何以笙箫默,2015-05-31,1, 和媳妇儿看过，睡着N次,0
My Sunshine,何以笙箫默,2015-05-30,1, 呵呵,0
My Sunshine,何以笙箫默,2015-05-28,1, 烂片。,0
My Sunshine,何以笙箫默,2015-05-03,3, 没这么难看呀，搞笑片～,0
My Sunshine,何以笙箫默,2015-07-01,1, 垃圾电影……,0
My Sunshine,何以笙箫默,2015-04-12,1, 瞎了眼。,0
My Sunshine,何以笙箫默,2015-05-28,1, shenmegui..,0
My Sunshine,何以笙箫默,2015-09-03,5, 和小说一毛一样，然后我给五星也不知道为了什么。。。大概因为阿吉巴巴太好看了，杨幂的腿太细了，教主的脸太正经了吧,0
My Sunshine,何以笙箫默,2016-09-22,1, 这就是电影的底线,0
My Sunshine,何以笙箫默,2015-04-27,1, 非常不好看,0
My Sunshine,何以笙箫默,2015-04-26,1, 垃圾片，老子没看，老子就任性，老子就一星，老子就哔哔，哎哎~,0
My Sunshine,何以笙箫默,2016-06-04,1, 黄晓明毁了何以琛！还好珠玉在前！我觉得这部电影就是搞笑哗众取宠闹着玩的！导演不好好拍，演员不好好演，完全是为了圈钱而对书迷对粉丝对观众的极不尊重！如果不是电视剧已经还原了何以琛完美的存在，原著被毁成这样我一定是主演导演一生黑～,0
My Sunshine,何以笙箫默,2015-08-05,1, 毁了教主。。。,0
My Sunshine,何以笙箫默,2015-07-09,1, 所以说还是一部不错的惊悚片的，教主hold住姐气场好强，女主在哪里没瞅见哎╮(╯▽╰)╭PS：教主，记得吃药，not at all~~~PPS：我总觉得我在看小时代肿么破~(@^_^@)~PPPS：拜托除了哭来哭去，有没有别的演技=  =,0
My Sunshine,何以笙箫默,2015-05-12,2," 1~女主身材真的是很棒，有几套衣服很适合轻熟女穿~

2~穿着“情趣cos”小短裙，扎着双马尾的杨幂真的让我惊艳到了~而且腿真的是好看啊！好看！而且还是很好笑的~

3~喜欢女主家的布置~单身女青年有那么一套房子很赞哎~（还在上海~）",0
My Sunshine,何以笙箫默,2015-07-20,3, 如果不是因为看过原著，这样的电影叙事，完全看不出俩人感情的基础是什么因何分手又为什么再在一起,0
My Sunshine,何以笙箫默,2015-06-12,2, 哈哈哈哈真是想笑的停不下来，佟大为这口英语感觉还是中国合伙人啊，黄晓明你额头上刻了应辉的名字你还演何以琛！！黄子韬是教主的姘头嘛暧昧傻了！每个人都感觉快点把台词讲完去领便当！我是疯了才会让你这样践踏啊，演的最好的是曾志伟！,0
My Sunshine,何以笙箫默,2015-05-08,2, 很少给幂幂演的电影打2星，真的教主不如钟汉良，各个配角酱油太厉害，导演功力也不行忽快忽慢，后面太拖。唯一出彩的只有幂幂了,0
My Sunshine,何以笙箫默,2015-09-21,3, 没看过连续剧没看过原著，给三分。。对于其他吐槽不语,0
My Sunshine,何以笙箫默,2015-12-29,1, 纪念下2015年最烂电影NO.1,0
My Sunshine,何以笙箫默,2015-06-05,2, 其实电影版和小说几乎时长一样，但没办法，前面出了钟汉良版的何以琛，哪怕电视剧版也很多鸡肋，但胜在够具体。最重要是，有了钟汉良后，我无法将就其他的何以琛，特别是黄教主的,0
My Sunshine,何以笙箫默,2015-06-28,3," 好一般，电视剧好睇一D,好多明星撑场面",0
My Sunshine,何以笙箫默,2015-05-07,1, 哎，渣,0
My Sunshine,何以笙箫默,2016-06-26,3, 台词幼稚得我尴尬癌都发作了😓,0
My Sunshine,何以笙箫默,2015-06-05,1, 快进看的 黄晓明很傲娇+霸道总裁 杨幂傲娇+脑残 佟大为和baby路人属性 黄子韬是什么鬼听说只要说exo就会被顶,0
My Sunshine,何以笙箫默,2015-06-06,1, 我就是来看看有多难看的。原来可以这么难看。不知道是拍鬼片还是爱情片，滤镜黄黄的每个人的脸气色都好差。而且神剪辑啊，镜头说跳就跳，一点过渡都没有。所有人都忘记吃药了吧。,0
My Sunshine,何以笙箫默,2015-05-29,3, 杨幂演得不好，黄，佟，陈都演得还不错。剧本改编的比较舒服。,0
My Sunshine,何以笙箫默,2015-11-04,2, 为了钟汉良才撑下来的啊，这是我高中的经典，看了好多遍，可是变成电视剧却只有遗憾的感觉…再也不看唐嫣了,0
My Sunshine,何以笙箫默,2015-12-20,1, 只有wuli滔滔出现的镜头才能让我兴奋。,0
My Sunshine,何以笙箫默,2015-06-08,3, 何以琛的角色设定太过完美，让这个故事感觉很扯蛋,0
My Sunshine,何以笙箫默,2016-07-21,1, 呵呵,0
My Sunshine,何以笙箫默,2015-07-24,2, 经典语录本的感觉,0
My Sunshine,何以笙箫默,2015-06-14,2, 杨幂短发和杨颖美貌加一星,0
My Sunshine,何以笙箫默,2016-01-22,2, 我曾经最喜欢的小言，被两个我非常不喜欢的明星糟蹋了。以前觉得赵默笙的最佳人选是陈意涵，现在想来吴倩也很好。,0
My Sunshine,何以笙箫默,2015-04-30,2, 好难过！竟然看了这么难看的电影！更难过的是竟然看得很开心！,0
My Sunshine,何以笙箫默,2015-11-16,3, 看过很多介绍，就是恶心到极点的介绍，加上本来就厌恶杨幂这种人，几乎觉得是中国电影最丑恶的代表。结果看了反倒觉得也能说的过去，某些情节也有点意思。但总体来说还是一部为了赚钱的应景之作，没有诚意。两首歌很好听，但作为营销手段，也让人遗憾。,0
My Sunshine,何以笙箫默,2015-08-06,2, 居然看下来了……,0
My Sunshine,何以笙箫默,2015-08-28,2, 黄晓明真心又傻又装逼啊,0
My Sunshine,何以笙箫默,2016-02-17,1, 我是为了听李荣浩的歌来的结果没听到，还看了一部烂片,0
My Sunshine,何以笙箫默,2015-07-14,1, 黄晓明和AB演兄妹，真的是分分钟出戏的节奏。整部电影完全就是一个加长版ppt，镜头一个一个切也是晕头转向，还好看过书和电视剧，不然在讲什么都不知道……用油腻腻来形容黄晓明的脸真的太合适不过，还有他的下巴总有一种分分钟要把屏幕戳破的赶脚……,0
My Sunshine,何以笙箫默,2015-06-22,4, 除了卖腐，还算忠实于原著，背景也涉及面很广——银行与房地产业的运作模式、叛逃的官员子女人不像人鬼不像鬼的生活、国外创业的艰难——只要脑洞够大就好看的。小白文铺天盖地，唯独顾漫红起来不是没有道理的。,0
My Sunshine,何以笙箫默,2015-07-17,1, 浪费时间，看不下去。有些情节看小说觉得很浪漫，看电影就觉得很猥琐- -,0
My Sunshine,何以笙箫默,2015-06-21,1, 这片的受众人群品味是要有多低 太可怜了,0
My Sunshine,何以笙箫默,2015-06-07,2, 脑残电影啊，为了不将就去看的，看到结束的时候还不知所谓，跟小时代一样脑残,0
My Sunshine,何以笙箫默,2015-04-30,1, 卡司令人恶心，剧情恶心，节奏恶心,0
My Sunshine,何以笙箫默,2015-10-12,3, 如果世界上曾经有那个人出现过，其他人都会变成将就，我不愿意将就。地球为什么是圆的？是为了失散的恋人再重逢。,0
My Sunshine,何以笙箫默,2015-05-31,1, 烂到超越小时代,0
My Sunshine,何以笙箫默,2015-05-30,3, 感觉没有那么糟，就是一集电视剧的水平。,0
My Sunshine,何以笙箫默,2016-07-01,2, 哈哈哈短评好逗 整部电影时刻在犯尴尬症，从泡沫之夏开始对小明就已经懒得吐槽 偏偏知道是烂片还是看的心理 多一星给何穗的美 哈哈哈黄子韬太逗了,0
My Sunshine,何以笙箫默,2015-10-15,2, 虽然无聊，但是至少让我给看完啦啊~有佟大为的我都喜欢。好帅。男神啊，我就是看脸的。,0
My Sunshine,何以笙箫默,2015-05-02,1, 杨幂的短发造型丑哭了，黄晓明是我见过电影里最老颜的大学生...ps:这两人有演技？中国电影电视业前景堪忧，别那么浮躁，现在这状态一年接10部戏都不会有什么改变，回学校进修几年演技再回来拍戏吧,20
My Sunshine,何以笙箫默,2015-05-01,4, 女生爱看爱情电影，爱看男主角爱女主角爱得死去活来。可是这样的爱，不也需要女主角的始终如一才够纯够美吗？但是现实社会里，女生却又总是被告诫要活得现实一些精明一些，不要固执不要一定不要非他不可，因为你要真实地活。到底什么是真实的生活？,0
My Sunshine,何以笙箫默,2016-01-17,1, 无聊到快进看了这部电影，只怪爱奇艺免费的片太少,0
My Sunshine,何以笙箫默,2015-04-29,1, 妈哒。。。,0
My Sunshine,何以笙箫默,2015-04-30,3, 杨幂短发大妈即视感，情节不太充实，但是角色感觉比电视剧版本的好些。,0
My Sunshine,何以笙箫默,2015-05-17,4, 其实忽略小细节。。还是蛮好看的。。。,0
My Sunshine,何以笙箫默,2015-06-11,1, 无话可说…,0
My Sunshine,何以笙箫默,2015-05-03,2, 原著就那么垃圾，你指望电影能好到哪里。演员感觉比较卖力，可是水平就那档次，你能要求什么呢？,0
My Sunshine,何以笙箫默,2015-06-05,2, 记得吃药。,0
My Sunshine,何以笙箫默,2015-08-27,3, 书第一，电影第二，电视剧第三，忍受不了几十集讲一个我那么熟知的故事，看完书再看电影刚刚好。,0
My Sunshine,何以笙箫默,2015-10-03,1, 居然有何穗。。。。,0
My Sunshine,何以笙箫默,2015-06-30,1, 超级无聊超级扯,0
My Sunshine,何以笙箫默,2015-05-06,3, “我的胸肌会演戏”！,0
My Sunshine,何以笙箫默,2016-07-28,1, 不明白虐在哪,0
My Sunshine,何以笙箫默,2015-06-28,3," 虽然觉得钟汉良更加有现代都市钻石王老五的气质, 但该片比电视剧叙事得更加清晰.电视剧的家长恩怨看得我云里雾里，因为没读过原著。火锅桥段很逗，最后陈冲VS黄晓明那段感人。陈冲大爱啊！",0
My Sunshine,何以笙箫默,2015-10-03,1, 剧本烂不怪导演,0
My Sunshine,何以笙箫默,2015-07-17,2, 完全比不上电视剧，没有强烈的剧情推进感。不知道是心境变了，还是这部电视剧是真的差,0
My Sunshine,何以笙箫默,2016-08-17,1, 一颗星星送给小明，本来想打五个，对不起黄子韬丑到我,0
My Sunshine,何以笙箫默,2015-06-08,2, 整部电影就是给人浓浓的小时代的感觉，好像林萧的孪生姐妹的故事。,0
My Sunshine,何以笙箫默,2016-12-26,1, 生拉硬扯的流水账，为了翻拍而翻拍，单看剧情和角色这两人大概头脑不太好喜欢你追我我不理你然后我再追你；论演技我天，完全是教主对观众的一场视觉强奸…,0
My Sunshine,何以笙箫默,2016-01-23,1, 真的好难看啊，为什么顾漫的烂文老是拍啊拍,0
My Sunshine,何以笙箫默,2015-07-16,2, 杨幂还好吧，对黄晓明真是不能忍,0
My Sunshine,何以笙箫默,2015-06-13,3, 能说 没那么难看么。。。,0
My Sunshine,何以笙箫默,2015-06-09,1, 终于看了传说级的烂片..................真的没人吐槽黄晓明吗，脖子辣么长..上半身太肿胀，下半身又太短........镜头拉近脸部特写真的不能看..下巴...真的.....为什么我女朋友会觉得他还不错...天啦怎么有这么烂的电影！我选择死亡,0
My Sunshine,何以笙箫默,2015-05-31,1, 挖槽什么鬼,0
My Sunshine,何以笙箫默,2015-05-30,1, #烂片#真是一部烂到发指令人崩溃的电影，或者说都无法称之为电影。毫无逻辑的剧情展开，让人捉急的零演技演出。当然，演员的选择就是个极大的错误。AB和教主一起出现的时候，幂幂真的很多余惹。本片无疑年度最烂。还有那个黄子韬，角色是花了多少钱买来的？,0
My Sunshine,何以笙箫默,2015-05-02,1, 日照，日照大剧院，与于淼，金顶东，还有两个女的。关于电影基本上就记得黄晓明老是莫名其妙地强吻杨幂了，2333333，为什么这样的戏能拍得这么搞笑呢，肯定是故意的。,0
My Sunshine,何以笙箫默,2015-06-04,1, 一星给那英。我毛要看这烂片，也是因为那英的主题歌。,0
My Sunshine,何以笙箫默,2016-04-06,1, 我是听了那英的主题曲才去看的影片，不得不吐槽，真不咋好看，个人感觉还没有电视剧好看,0
My Sunshine,何以笙箫默,2015-10-12,1, 主角光长得帅但演技糟心，有啥用。,0
My Sunshine,何以笙箫默,2016-08-23,1, 垃圾，全片看得人压抑啊,0
My Sunshine,何以笙箫默,2015-07-07,1, 一言难尽,0
My Sunshine,何以笙箫默,2015-05-08,3, 还能看,0
My Sunshine,何以笙箫默,2015-05-03,2, 不知所云，那英那歌不错,0
My Sunshine,何以笙箫默,2016-04-02,1, 教主一次次猥琐的笑容被埋在了导演的大柔光里，某种程度上是拯救了观众的尴尬。,0
My Sunshine,何以笙箫默,2016-09-16,1, 据说是高晓松圈钱之作 可悲,0
My Sunshine,何以笙箫默,2015-07-01,1, 一星,0
My Sunshine,何以笙箫默,2017-01-25,2, 表示原著跟电视都没看过，只是看到有教主才看的，但是感觉跟小四的电影竟然有异曲同工之秒，可以烂到跟时代有一拼，难道是做梦一起拍？教主的演戏吗，恩，教主都自黑过我就不说了，至于杨幂吗，就懒得吐了，唉，还是看会综艺节目养养眼！,0
My Sunshine,何以笙箫默,2016-01-09,2," 本来觉得电视剧够垃圾了,结果电影版把它映衬成神作!",0
My Sunshine,何以笙箫默,2015-06-19,1, 哈哈哈哈怎么没有0分。。。,0
My Sunshine,何以笙箫默,2015-05-07,2, 我是个宽容的人啊，baby的颜值给电影加了1颗星。。。,0
My Sunshine,何以笙箫默,2015-05-03,3, 槽点多多 可我还是觉得比小时代好，都是烂的一比,0
My Sunshine,何以笙箫默,2016-06-13,1, 什么鬼东西！！！黄晓明“全世界我最帅最酷最炫最吊炸天”的演法还能不能好了！！！,0
My Sunshine,何以笙箫默,2016-09-10,2, 喵喵喵？,0
My Sunshine,何以笙箫默,2015-06-22,3, 没看过电视剧，电影看看还凑货,0
My Sunshine,何以笙箫默,2015-07-02,2, 都不值得我浪费一分钟，看得都尴尬，违和感，为我野花加一星。,0
My Sunshine,何以笙箫默,2015-05-01,2, 看了好久都完全无感，不知道是演员气质不符还是因为先看了电视剧，演戏感很强。各种植入痕迹也很明显。萧晓这个演员比电视剧版差好多，电视剧版长的漂亮身材又好。荧幕上的错过总是特别明显，明明是很重要的人，从身旁走过，却都看不到。,0
My Sunshine,何以笙箫默,2015-07-02,1, 我是想说，跟这个片子相比，黄晓明的演技还不错………（这算是自相矛盾的吗？）,0
My Sunshine,何以笙箫默,2015-07-17,2, 没啥意思,0
My Sunshine,何以笙箫默,2015-06-16,1, 反腐题材作品,0
My Sunshine,何以笙箫默,2015-06-03,1, 黄教主和大幂幂的戏我以后要屏蔽。,0
My Sunshine,何以笙箫默,2015-07-12,1, 滚滚滚！,0
My Sunshine,何以笙箫默,2016-06-19,2, 一颗星是因为我最近看翻译官 看过来的 -。-,0
My Sunshine,何以笙箫默,2015-04-30,2, 虽然电影比电视剧确实精致很多 但深情不足死板有余 黄晓明版的何以琛跟小哇比差太远了 而且怎么看都比较适合演花花公子 杨幂真心不适合演默笙这么单纯的角色 少了点小娇羞 让人感觉你爱不爱我没关系 要不要我无所谓 主角演技真是麻麻地 反倒觉得baby 和钟汉良会是个不错的搭配😂,0
My Sunshine,何以笙箫默,2015-06-08,1, 顾漫转过脸去，眼泪掉下来。,0
My Sunshine,何以笙箫默,2015-06-13,1, 不看不知道 一看吓一跳 漫漫，他们把你的故事拍成这样你知道吗？,0
My Sunshine,何以笙箫默,2015-11-18,5, 虐狗,0
My Sunshine,何以笙箫默,2015-07-14,2, 情节太过碎片化，对于没看过原著的人看起来真的非常难理解，画面太怀旧化，个个脸色发黄。不喜欢新角色，也不喜欢人物改写。,0
My Sunshine,何以笙箫默,2015-08-30,1, 不切实际的幻想,0
My Sunshine,何以笙箫默,2017-01-13,3, 为什么这么低的分数？大幂幂这么漂亮！！！,0
My Sunshine,何以笙箫默,2015-07-20,1, 天呐……,0
My Sunshine,何以笙箫默,2017-01-08,2, 有时候这种电影还就是能看的下去。。。,0
My Sunshine,何以笙箫默,2015-06-07,3, 简直就是太好看~,0
My Sunshine,何以笙箫默,2015-06-03,1, 把电影拍成100多分钟的预告也是一种水平……,0
My Sunshine,何以笙箫默,2015-06-08,1, 好好的小说被拍成这样……,0
My Sunshine,何以笙箫默,2015-05-13,4, 剧情比较简单，很难让人入戏，不过黄晓明和杨幂颜值都很高，看着养眼,0
My Sunshine,何以笙箫默,2015-07-03,1, 剧情间无任何承上启下，直接小说影像化。,0
My Sunshine,何以笙箫默,2015-12-17,1, 都是啥跟啥,0
My Sunshine,何以笙箫默,2015-07-05,1, 。。。,0
My Sunshine,何以笙箫默,2015-05-11,2, 陪原著党女朋友一起看……,0
My Sunshine,何以笙箫默,2016-03-05,1, 不光配音出戏，这个拍摄画面我也啥也不想说了……,0
My Sunshine,何以笙箫默,2015-05-11,2, 我都不好意思说我去电影院看了这个，看了一半我就出来了。,0
My Sunshine,何以笙箫默,2015-09-14,2, 呵呵,0
My Sunshine,何以笙箫默,2015-09-23,2, 简直了… #飞墨尔本的航班上#,0
My Sunshine,何以笙箫默,2015-06-30,2, 哎哟 我都要疯了,0
My Sunshine,何以笙箫默,2015-09-15,3, 黄晓明演这种霸道总裁角色真是绝了！,0
My Sunshine,何以笙箫默,2015-09-05,1, 没看过任何ip相关，飞机上放这个随便看了一眼，必须说，我从来没见过能把故事讲的这么支离破碎的电影，以至于我完全没get到它成为大ip的点，人物各种行为转变毫无逻辑……男女主演技一言难尽，打光调色更让人无语……剪辑请去吃翔谢谢_(:з」∠)_,0
My Sunshine,何以笙箫默,2015-07-10,3, 有黄晓明和大幂幂实在是让人想要哭泣，跳戏严重，要不是知道故事梗概我肯定看不懂。。。但是我居然还是哭了。。。,0
My Sunshine,何以笙箫默,2016-05-21,1, 不好意思啦，实在是看到一半看不下去了，毫无疑问场景比电视剧版华丽，但咋就不觉得是赵默笙和何以琛呢？咋就拍成这呢....,0
My Sunshine,何以笙箫默,2015-05-04,1, 终于体会到1星党的痛 看了30分钟开始纠结这部和露水红颜哪部才是我心中的国产第一烂片 原著就够羞耻了 这个简直耻度爆表 刚开头一副小时代即视感 阵容看起来明明杨幂更像小三 重点是教主和ab还有大幂幂根本没有一点CP感 反而和总是摆着一副死脸的黄子韬有点基情  简直就是一部劣质加长版MV 无言以对,3
My Sunshine,何以笙箫默,2015-06-23,1, 拼凑，装逼，黄晓明你不会演戏,0
My Sunshine,何以笙箫默,2016-04-11,3, 总感觉比原著差了点儿什么。,0
My Sunshine,何以笙箫默,2015-05-08,4, 没有电视剧版的好看，可能电视剧时间太短了，删了很多内容，太不连贯了，感情也没铺垫到位,0
My Sunshine,何以笙箫默,2015-05-02,1, 角色的感情和行为就是这么奇异那么遥远，有点《银翼杀手》的感觉。,0
My Sunshine,何以笙箫默,2015-06-18,1, 别闹了,0
My Sunshine,何以笙箫默,2015-06-24,1, 俩老年人毫无CP感，一分给李荣浩,0
My Sunshine,何以笙箫默,2015-10-27,2, 我猜故事应该是不错的，电影拍出来总会毁掉一些。,0
My Sunshine,何以笙箫默,2015-05-02,5, 【20150501】with Jason,0
My Sunshine,何以笙箫默,2015-05-04,3, 《何以笙箫默》是一部伟大的电影，因为我刚刚发现它的评分只有3.5分，成功超越了小时代1，2，以及3，又创国产电影得分新低，这在电影史上是罕见的，里程碑式的。【其实觉得电影比电视剧好太多的，至少演员服装道具场景不像电视剧，敷衍到藐视观众的眼光跟智商。至于感情戏嘛，我只能呵呵】,0
My Sunshine,何以笙箫默,2016-10-21,2, 刚上映看的没感觉 ,0
My Sunshine,何以笙箫默,2015-06-04,1, 我看了一会，还在想，我三观是不是有问题，我觉得这电影没那么烂呀。。。等到看完了，我才想到，这特么讲了什么呀！,0
My Sunshine,何以笙箫默,2015-04-27,3, 黄子韬让人不舒服,0
My Sunshine,何以笙箫默,2015-07-02,1, 确实比较烂啊……颜也不及电视剧版,0
My Sunshine,何以笙箫默,2016-07-14,1, 太难看了哈哈哈哈哈黄晓明哈哈哈哈哈杨幂哈哈哈哈哈这片从头到尾就是个笑话,0
My Sunshine,何以笙箫默,2015-11-09,1, 没有评价的必要系列,0
My Sunshine,何以笙箫默,2015-06-11,2, 像是《小时代》XO《中国合伙人》杂交,0
My Sunshine,何以笙箫默,2016-07-02,1, 毫无剧情矫揉造作表演装逼逻辑喂狗我居然还无聊到去看了他..........,0
My Sunshine,何以笙箫默,2015-10-28,1, 神马玩意儿 能把故事讲清楚吗 杨幂演技啊。。这几个角色有什么分别,0
My Sunshine,何以笙箫默,2015-05-01,2, 应晖这个角色尊重了原著，很温暖的人,0
My Sunshine,何以笙箫默,2015-04-30,1, 真的好想在电影院看配有弹幕组的吐槽版本。这样电影口碑会马上飙升！！,0
My Sunshine,何以笙箫默,2015-05-03,1, 教主带我装逼带我飞，整部电影教主的装逼脸实在令我恶心！,2
My Sunshine,何以笙箫默,2015-08-22,3, 比唐嫣那个版本好点,0
My Sunshine,何以笙箫默,2015-10-02,2, 大学情窦初开内段看的浑身鸡皮疙瘩,0
My Sunshine,何以笙箫默,2015-07-06,3, 作为国产烂剧头牌的著名女性玛丽苏，也就是情感自慰片，市场定位精准，这男主爱女主爱的胃出血不说，早早的就患上了迎风流泪。可谁叫黄教主是帅哥呢，养眼啊，剧情？谁看剧情？至于大幂幂，总比唐嫣看着不填堵，当然，再不保养与老公在一起就是姐弟恋了。,0
My Sunshine,何以笙箫默,2015-07-09,3, 三星给杨幂，虽然演技还是一般，但比唐嫣更像默笙。,0
My Sunshine,何以笙箫默,2016-06-28,2, 哈哈哈，看得我尴尬症从头犯到尾，哈哈哈！,0
My Sunshine,何以笙箫默,2016-10-01,1, 讲真我都不知道讲了些啥都没有看下去的欲望。。。我极少给一星真的，对不起wuli韬韬,0
